1,1032,2020-08-28,2020-09-07d
1,1042,2022-11-18,2022-11-27d
1,1049,2024-03-24,2024-04-13d
1,1060,2021-08-05,2021-08-24d
1,1073,2024-02-17,2024-02-25d
1,1080,2020-02-23,2020-03-01d
1,1089,2024-01-08,2024-02-05d
1,1090,2022-01-06,2022-01-17d
1,1092,2024-02-29,2024-03-28d
1,1097,2023-05-15,2023-06-10d
1,1127,2022-01-17,2022-01-28d
1,1136,2020-08-27,2020-09-21d
1,1196,2023-07-06,2023-07-10d
1,1197,2024-06-02,2024-06-27d
1,1198,2023-07-15,2023-08-11d
1,1206,2024-12-03,2024-12-22d
1,1208,2024-10-22,2024-11-19d
1,1210,2021-01-26,2021-02-20d
1,1213,2022-12-03,2022-12-11d
1,1214,2021-04-09,2021-04-11d
1,1219,2020-03-03,2020-03-25d
1,1220,2024-09-26,2024-10-08d
1,1222,2021-06-10,2021-06-30d
1,1224,2021-08-04,2021-08-10d
1,1226,2021-07-07,2021-08-05d
1,1240,2024-05-17,2024-05-22d
1,1256,2020-03-04,2020-03-05d
1,1258,2022-03-14,2022-03-30d
1,1265,2021-09-26,2021-10-08d
1,1270,2021-05-31,2021-06-16d
1,1275,2020-04-18,2020-05-06d
1,1278,2023-06-29,2023-07-27d
1,1282,2023-04-02,2023-05-02d
1,1291,2024-02-12,2024-03-13d
1,1298,2023-03-31,2023-04-02d
1,1348,2024-06-09,2024-07-05d
1,1377,2021-03-02,2021-03-27d
1,1396,2020-09-13,2020-09-16d
1,1408,2024-10-27,2024-10-31d
1,1445,2020-01-04,2020-01-23d
1,1473,2021-08-09,2021-08-22d
1,1500,2020-12-28,2021-01-14d
1,1517,2021-11-14,2021-11-25d
1,1552,2022-10-17,2022-10-31d
1,1573,2020-09-01,2020-09-29d
1,1580,2022-01-20,2022-02-09d
1,1587,2022-02-22,2022-03-11d
1,1617,2023-06-12,2023-07-12d
1,1620,2022-01-11,2022-02-10d
1,1625,2023-01-07,2023-01-14d
1,1644,2024-04-30,2024-05-03d
1,1676,2020-01-08,2020-01-18d
1,1732,2024-01-23,2024-02-15d
1,1777,2021-05-27,2021-06-11d
1,1793,2023-11-10,2023-11-12d
1,1804,2020-02-09,2020-02-25d
1,1805,2022-12-24,2022-12-29d
1,1920,2021-04-29,2021-05-01d
1,1927,2023-12-13,2023-12-17d
1,1954,2021-04-20,2021-05-14d
1,1967,2020-07-03,2020-07-24d
1,2000,2022-06-08,2022-07-05d
1,2005,2021-09-16,2021-09-19d
1,2012,2021-11-09,2021-11-23d
1,2018,2020-10-25,2020-11-14d
1,2028,2021-04-03,2021-05-02d
1,2033,2023-09-03,2023-09-12d
1,2046,2022-06-28,2022-07-28d
1,2048,2022-08-02,2022-08-03d
1,2054,2024-08-16,2024-08-31d
1,2058,2022-01-07,2022-01-20d
1,2078,2021-05-23,2021-06-01d
1,2090,2022-09-26,2022-10-01d
1,2093,2022-03-03,2022-03-29d
1,2094,2020-07-06,2020-07-21d
1,2096,2023-01-02,2023-01-03d
1,2099,2022-01-23,2022-02-14d
1,2105,2023-07-06,2023-07-15d
1,2115,2024-11-28,2024-12-05d
1,2116,2021-04-29,2021-05-23d
1,2137,2020-05-30,2020-06-03d
1,2139,2024-01-24,2024-02-01d
1,2141,2022-05-02,2022-05-03d
1,2143,2024-06-20,2024-06-25d
1,2161,2022-06-08,2022-07-01d
1,2174,2021-02-21,2021-03-22d
1,2193,2022-07-21,2022-07-26d
1,2253,2020-05-24,2020-06-04d
1,2268,2022-05-29,2022-06-20d
1,2273,2023-08-09,2023-09-05d
1,2291,2024-09-16,2024-10-09d
1,2329,2022-05-05,2022-05-24d
1,2338,2021-11-08,2021-12-01d
1,2353,2023-07-24,2023-08-08d
1,2366,2021-06-24,2021-07-22d
1,2387,2020-10-01,2020-10-30d
1,2389,2020-05-09,2020-06-06d
1,2395,2020-05-16,2020-06-04d
1,2406,2022-08-28,2022-09-05d
1,2414,2024-05-25,2024-06-15d
1,2427,2024-08-02,2024-08-09d
1,2450,2022-07-05,2022-07-16d
1,2459,2022-12-23,2023-01-17d
1,2470,2021-03-14,2021-04-03d
1,2478,2023-07-17,2023-07-21d
1,2492,2022-06-27,2022-07-12d
1,2502,2024-06-18,2024-06-24d
1,2528,2024-04-16,2024-04-29d
1,2529,2022-08-24,2022-09-20d
1,2542,2022-05-29,2022-06-16d
1,2571,2022-11-22,2022-12-21d
1,2580,2022-09-08,2022-09-09d
1,2596,2021-04-26,2021-05-11d
1,2616,2022-09-27,2022-10-13d
1,2617,2020-07-01,2020-07-14d
1,2628,2022-08-19,2022-08-25d
1,2640,2024-05-03,2024-05-22d
1,2641,2023-08-02,2023-08-05d
1,2644,2024-05-19,2024-05-28d
1,2648,2020-02-03,2020-03-03d
1,2654,2023-04-03,2023-05-02d
1,2657,2022-12-26,2022-12-29d
1,2692,2023-06-06,2023-06-17d
1,2700,2020-03-06,2020-03-11d
1,2716,2021-05-28,2021-06-13d
1,2761,2022-11-27,2022-12-26d
1,2797,2021-10-19,2021-10-20d
1,2826,2020-07-19,2020-08-10d
1,2858,2020-01-08,2020-02-05d
1,2872,2020-08-19,2020-09-01d
1,2899,2020-07-07,2020-08-06d
1,2916,2021-11-10,2021-11-11d
1,2944,2022-10-06,2022-10-10d
1,2947,2024-11-10,2024-12-01d
1,2948,2020-05-21,2020-06-19d
1,2949,2020-01-27,2020-02-12d
1,2959,2020-07-05,2020-08-02d
1,2985,2023-04-13,2023-04-26d
1,2987,2020-02-03,2020-02-19d
1,2991,2021-04-09,2021-05-04d
1,2993,2023-03-15,2023-03-23d
1,2997,2021-08-11,2021-08-19d
1,3033,2020-10-15,2020-10-27d
1,3034,2024-11-22,2024-12-06d
1,3052,2020-07-24,2020-08-17d
1,3053,2022-05-31,2022-06-30d
1,3062,2021-07-30,2021-08-07d
1,3147,2020-03-21,2020-03-31d
1,3168,2020-07-05,2020-08-04d
1,3176,2020-08-14,2020-08-21d
1,3243,2023-09-04,2023-09-20d
1,3247,2023-10-06,2023-10-20d
1,3253,2023-10-29,2023-11-10d
1,3273,2021-01-03,2021-01-05d
1,3386,2020-10-04,2020-10-10d
1,3439,2022-04-29,2022-05-10d
1,3440,2024-06-27,2024-07-16d
1,3441,2023-07-27,2023-07-31d
1,3448,2024-04-09,2024-04-19d
1,3450,2024-12-09,2024-12-22d
1,3479,2020-03-04,2020-03-10d
1,3489,2024-04-26,2024-05-07d
1,3527,2021-10-26,2021-11-16d
1,3578,2020-04-25,2020-05-11d
1,3617,2023-01-09,2023-01-29d
1,3639,2023-08-10,2023-08-13d
1,3671,2023-02-19,2023-02-26d
1,3702,2021-02-05,2021-02-20d
1,3703,2023-03-20,2023-03-27d
1,3729,2024-10-14,2024-10-22d
1,3740,2022-11-01,2022-11-11d
1,3744,2023-06-16,2023-07-11d
1,3793,2024-11-22,2024-11-29d
1,3809,2021-08-23,2021-08-29d
1,4006,2021-10-28,2021-11-07d
1,5060,2022-11-23,2022-12-05d
2,318,2023-10-10,2023-10-19d
2,333,2021-03-26,2021-04-19d
2,1704,2021-04-07,2021-04-14d
2,3578,2021-06-25,2021-06-27d
2,6874,2023-10-26,2023-11-15d
2,8798,2024-06-10,2024-06-17d
2,46970,2020-11-24,2020-12-10d
2,48516,2024-05-23,2024-06-17d
2,58559,2024-07-02,2024-07-23d
2,60756,2020-10-04,2020-10-29d
2,68157,2022-02-20,2022-03-13d
2,71535,2024-09-01,2024-09-16d
2,74458,2020-03-03,2020-03-14d
2,77455,2022-08-30,2022-09-18d
2,79132,2020-11-29,2020-12-22d
2,80489,2024-07-18,2024-08-11d
2,80906,2022-12-13,2023-01-05d
2,86345,2023-09-03,2023-09-26d
2,89774,2023-11-21,2023-12-05d
2,91529,2024-03-13,2024-04-05d
2,91658,2021-08-03,2021-08-11d
2,99114,2023-03-12,2023-03-14d
2,106782,2024-04-01,2024-04-06d
2,109487,2022-01-28,2022-02-21d
2,112552,2022-07-11,2022-08-07d
2,114060,2023-10-14,2023-11-01d
2,115713,2020-03-03,2020-03-05d
2,122882,2021-06-02,2021-06-20d
2,131724,2021-12-23,2022-01-09d
3,31,2020-06-12,2020-07-09d
3,527,2024-01-25,2024-02-23d
3,647,2024-06-09,2024-06-10d
3,688,2024-04-21,2024-05-05d
3,720,2024-12-05,2024-12-28d
3,849,2021-01-04,2021-01-25d
3,914,2024-08-13,2024-09-05d
3,1093,2024-10-01,2024-10-05d
3,1124,2021-05-26,2021-06-07d
3,1263,2021-06-05,2021-06-06d
3,1272,2021-06-15,2021-07-11d
3,1275,2022-11-26,2022-12-14d
3,1302,2023-02-07,2023-03-02d
3,1371,2024-05-27,2024-06-01d
3,1587,2020-07-04,2020-07-20d
3,2018,2024-02-02,2024-02-21d
3,2080,2021-09-30,2021-10-26d
3,2090,2020-05-14,2020-05-16d
3,2105,2024-03-29,2024-03-31d
3,2288,2020-12-07,2020-12-26d
3,2424,2023-09-02,2023-09-17d
3,2851,2023-01-25,2023-02-15d
3,3024,2023-06-24,2023-07-09d
3,3210,2022-03-11,2022-04-09d
3,3703,2022-03-21,2022-03-25d
3,3949,2020-08-03,2020-08-11d
3,4518,2021-12-20,2021-12-31d
3,5048,2022-03-28,2022-04-09d
3,5181,2020-04-05,2020-04-27d
3,5746,2022-07-25,2022-08-24d
3,5764,2022-12-27,2023-01-04d
3,5919,2024-04-26,2024-05-02d
3,6238,2020-06-11,2020-07-02d
3,6835,2020-04-30,2020-05-15d
3,7899,2022-11-26,2022-12-19d
3,7991,2020-11-23,2020-12-23d
3,26409,2024-07-09,2024-07-29d
3,70946,2023-01-19,2023-02-10d
3,72378,2024-12-26,2025-01-01d
4,21,2021-05-23,2021-06-08d
4,32,2024-06-17,2024-07-07d
4,45,2022-02-03,2022-02-22d
4,47,2022-11-01,2022-11-30d
4,52,2021-11-13,2021-12-05d
4,58,2024-12-13,2024-12-31d
4,106,2024-02-26,2024-03-01d
4,125,2024-05-15,2024-06-02d
4,126,2022-08-22,2022-09-03d
4,162,2021-06-30,2021-07-28d
4,171,2024-03-11,2024-03-16d
4,176,2024-10-21,2024-10-26d
4,190,2020-06-20,2020-07-07d
4,215,2023-06-23,2023-06-26d
4,222,2020-07-19,2020-07-28d
4,232,2022-10-02,2022-10-19d
4,235,2023-03-18,2023-04-09d
4,247,2020-02-21,2020-03-02d
4,260,2024-07-07,2024-07-08d
4,265,2024-09-25,2024-10-06d
4,296,2021-05-11,2021-06-03d
4,319,2021-11-14,2021-12-10d
4,342,2024-02-26,2024-03-03d
4,345,2022-12-30,2023-01-23d
4,348,2020-03-31,2020-04-14d
4,351,2023-10-26,2023-11-07d
4,357,2021-03-21,2021-03-28d
4,368,2023-06-11,2023-06-24d
4,417,2022-08-09,2022-08-17d
4,441,2020-03-16,2020-04-12d
4,450,2024-02-28,2024-03-07d
4,457,2023-02-13,2023-02-21d
4,475,2021-09-06,2021-09-15d
4,492,2022-05-03,2022-05-06d
4,509,2023-11-24,2023-11-30d
4,538,2023-12-24,2024-01-07d
4,539,2021-10-28,2021-11-22d
4,553,2024-03-03,2024-03-19d
4,588,2024-06-09,2024-06-21d
4,593,2020-09-07,2020-09-21d
4,595,2021-03-25,2021-04-23d
4,599,2021-02-14,2021-02-16d
4,608,2021-06-10,2021-07-04d
4,648,2020-02-27,2020-03-01d
4,708,2022-09-13,2022-09-14d
4,759,2023-01-23,2023-02-21d
4,800,2024-07-15,2024-08-03d
4,892,2021-06-09,2021-07-01d
4,898,2022-12-04,2022-12-27d
4,899,2022-08-19,2022-09-10d
4,902,2024-04-09,2024-04-22d
4,904,2021-02-20,2021-02-25d
4,908,2024-05-23,2024-06-14d
4,910,2022-05-28,2022-06-01d
4,912,2020-10-30,2020-11-09d
4,914,2024-09-29,2024-10-14d
4,919,2021-11-12,2021-12-12d
4,920,2022-05-04,2022-06-02d
4,930,2023-03-18,2023-04-11d
4,937,2022-08-06,2022-08-08d
4,1025,2021-06-01,2021-06-14d
4,1046,2020-09-16,2020-09-17d
4,1057,2020-06-13,2020-07-10d
4,1060,2024-12-28,2025-01-12d
4,1073,2023-10-15,2023-11-03d
4,1077,2022-08-27,2022-09-23d
4,1079,2020-12-14,2020-12-28d
4,1080,2023-08-22,2023-09-02d
4,1084,2023-03-23,2023-04-04d
4,1086,2023-09-12,2023-10-01d
4,1094,2023-08-20,2023-08-27d
4,1103,2020-10-12,2020-10-27d
4,1136,2024-10-27,2024-11-23d
4,1179,2022-08-23,2022-08-27d
4,1183,2022-03-07,2022-03-20d
4,1188,2023-01-15,2023-01-25d
4,1196,2020-04-02,2020-04-15d
4,1197,2023-07-09,2023-07-10d
4,1198,2022-02-20,2022-02-25d
4,1199,2022-04-01,2022-04-18d
4,1203,2024-09-15,2024-10-12d
4,1211,2023-12-10,2024-01-04d
4,1213,2024-07-16,2024-07-30d
4,1219,2023-06-01,2023-06-12d
4,1225,2021-10-16,2021-10-27d
4,1250,2020-11-09,2020-11-19d
4,1259,2020-04-18,2020-05-13d
4,1265,2020-07-16,2020-08-08d
4,1266,2024-02-14,2024-03-02d
4,1279,2024-06-05,2024-06-23d
4,1282,2021-06-24,2021-07-22d
4,1283,2022-02-08,2022-02-19d
4,1288,2020-09-01,2020-10-01d
4,1291,2022-12-19,2023-01-05d
4,1304,2024-11-09,2024-11-14d
4,1391,2020-05-12,2020-05-30d
4,1449,2024-12-20,2025-01-08d
4,1466,2020-09-02,2020-09-11d
4,1500,2023-11-28,2023-12-09d
4,1517,2021-07-18,2021-08-03d
4,1580,2022-10-08,2022-11-04d
4,1597,2021-10-01,2021-10-26d
4,1617,2021-05-11,2021-05-24d
4,1641,2022-04-04,2022-04-27d
4,1704,2024-01-14,2024-02-11d
4,1719,2021-09-11,2021-09-16d
4,1732,2023-09-11,2023-10-08d
4,1733,2024-03-12,2024-03-23d
4,1734,2020-11-30,2020-12-14d
4,1834,2022-04-13,2022-04-21d
4,1860,2020-06-09,2020-07-05d
4,1883,2022-11-22,2022-11-26d
4,1885,2022-05-16,2022-06-06d
4,1892,2024-04-07,2024-04-28d
4,1895,2024-10-05,2024-10-08d
4,1907,2023-05-28,2023-06-26d
4,1914,2024-11-18,2024-11-26d
4,1916,2021-07-14,2021-07-26d
4,1923,2024-01-06,2024-01-29d
4,1947,2022-08-16,2022-08-18d
4,1966,2023-12-22,2024-01-07d
4,1967,2024-08-23,2024-09-22d
4,1968,2022-02-07,2022-02-16d
4,2019,2021-02-27,2021-03-09d
4,2076,2021-04-24,2021-05-04d
4,2078,2023-01-01,2023-01-20d
4,2109,2022-02-26,2022-03-18d
4,2145,2020-05-01,2020-05-05d
4,2150,2020-07-17,2020-08-15d
4,2174,2021-09-06,2021-09-23d
4,2186,2021-01-22,2021-02-16d
4,2203,2023-04-17,2023-04-28d
4,2204,2024-05-20,2024-06-18d
4,2282,2023-10-01,2023-10-16d
4,2324,2024-06-03,2024-06-23d
4,2336,2024-09-09,2024-09-28d
4,2351,2023-07-23,2023-07-26d
4,2359,2020-07-05,2020-07-25d
4,2390,2023-08-27,2023-09-10d
4,2395,2020-12-21,2021-01-13d
4,2406,2021-02-14,2021-03-07d
4,2467,2021-05-15,2021-05-21d
4,2571,2023-12-11,2023-12-26d
4,2583,2021-09-20,2021-10-04d
4,2599,2020-10-05,2020-10-23d
4,2628,2020-06-15,2020-06-18d
4,2683,2020-04-25,2020-04-29d
4,2692,2023-05-16,2023-05-20d
4,2712,2023-12-05,2023-12-13d
4,2762,2022-04-14,2022-04-21d
4,2763,2023-07-20,2023-08-11d
4,2770,2020-04-20,2020-04-23d
4,2791,2020-06-04,2020-06-27d
4,2843,2020-12-15,2020-12-21d
4,2858,2024-04-03,2024-04-28d
4,2874,2022-03-29,2022-04-26d
4,2921,2022-07-22,2022-08-20d
4,2926,2022-03-09,2022-04-02d
4,2959,2022-01-10,2022-01-21d
4,2973,2020-05-23,2020-06-12d
4,2997,2024-05-27,2024-06-18d
4,3033,2024-04-12,2024-04-18d
4,3044,2023-04-20,2023-04-25d
4,3060,2020-04-23,2020-05-20d
4,3079,2024-07-17,2024-08-04d
4,3083,2023-02-23,2023-03-05d
4,3160,2024-07-22,2024-08-20d
4,3175,2021-07-20,2021-07-25d
4,3176,2020-01-20,2020-01-30d
4,3204,2024-12-11,2024-12-19d
4,3255,2022-06-15,2022-07-14d
4,3317,2020-07-06,2020-08-04d
4,3358,2021-12-14,2021-12-30d
4,3365,2021-04-12,2021-04-21d
4,3386,2020-11-10,2020-11-19d
4,3408,2024-02-05,2024-03-06d
4,3481,2020-05-24,2020-06-01d
4,3489,2021-01-27,2021-02-22d
4,3508,2020-11-22,2020-11-28d
4,3538,2020-01-28,2020-01-31d
4,3591,2022-01-15,2022-02-07d
4,3788,2022-06-10,2022-06-23d
4,3809,2023-11-07,2023-11-30d
4,3851,2024-07-24,2024-08-17d
4,3897,2022-10-17,2022-10-29d
4,3911,2023-01-21,2023-01-24d
4,3967,2022-12-05,2022-12-31d
4,3996,2022-09-07,2022-09-13d
4,4002,2023-07-31,2023-08-24d
4,4014,2024-02-11,2024-02-14d
4,4020,2022-08-07,2022-08-29d
4,4021,2023-11-18,2023-12-11d
4,4027,2023-05-18,2023-06-07d
4,4029,2021-04-03,2021-04-11d
4,4033,2022-05-18,2022-05-23d
4,4034,2022-11-17,2022-12-12d
4,4074,2024-05-20,2024-06-07d
4,4121,2023-06-18,2023-06-24d
4,4144,2023-10-11,2023-10-24d
4,4166,2024-01-28,2024-02-14d
4,4226,2023-11-20,2023-12-13d
4,4239,2023-08-03,2023-08-19d
4,4246,2020-11-29,2020-12-23d
4,4252,2024-02-29,2024-03-12d
4,4260,2021-03-15,2021-03-23d
4,4273,2021-08-28,2021-09-15d
4,4308,2022-06-22,2022-06-23d
4,4347,2024-10-08,2024-11-02d
4,4381,2024-05-25,2024-06-14d
4,4641,2021-06-11,2021-06-12d
4,4741,2021-04-18,2021-04-25d
4,4765,2024-08-06,2024-08-17d
4,4881,2024-08-04,2024-08-07d
4,4896,2021-01-01,2021-01-02d
4,4902,2021-11-03,2021-11-23d
4,4967,2024-12-30,2025-01-21d
5,1,2023-08-21,2023-08-25d
5,21,2022-10-09,2022-10-16d
5,34,2021-04-17,2021-04-28d
5,36,2024-10-23,2024-11-02d
5,39,2020-07-01,2020-07-24d
5,50,2022-06-26,2022-06-30d
5,58,2022-11-21,2022-12-06d
5,110,2024-04-28,2024-05-24d
5,150,2020-10-01,2020-10-15d
5,153,2022-04-23,2022-05-18d
5,232,2022-07-09,2022-07-26d
5,247,2022-07-13,2022-07-17d
5,253,2024-03-26,2024-04-13d
5,261,2023-02-08,2023-02-15d
5,265,2022-03-08,2022-04-05d
5,266,2021-10-10,2021-10-20d
5,290,2020-11-26,2020-12-15d
5,296,2022-11-26,2022-12-26d
5,300,2024-02-13,2024-02-27d
5,316,2023-03-11,2023-03-13d
5,318,2024-07-16,2024-07-31d
5,344,2020-01-23,2020-02-06d
5,349,2024-06-06,2024-06-07d
5,357,2024-02-01,2024-02-10d
5,364,2021-07-01,2021-07-04d
5,367,2023-01-14,2023-01-16d
5,380,2020-02-27,2020-03-01d
5,410,2023-02-17,2023-02-27d
5,457,2023-01-19,2023-01-30d
5,474,2021-03-15,2021-03-23d
5,475,2023-07-08,2023-08-02d
5,515,2022-12-07,2023-01-04d
5,527,2022-07-25,2022-08-13d
5,531,2023-03-12,2023-03-18d
5,534,2021-06-23,2021-07-01d
5,588,2024-09-21,2024-10-16d
5,589,2021-09-19,2021-09-20d
5,590,2022-08-12,2022-08-13d
5,592,2023-04-17,2023-04-24d
5,594,2020-06-11,2020-06-14d
5,595,2022-05-10,2022-06-02d
5,596,2021-08-12,2021-08-29d
5,597,2021-04-07,2021-04-23d
5,608,2023-05-21,2023-06-16d
6,2,2021-01-06,2021-01-31d
6,3,2024-08-09,2024-08-13d
6,4,2024-09-29,2024-10-24d
6,5,2021-07-16,2021-08-12d
6,6,2023-12-16,2023-12-21d
6,7,2020-06-21,2020-06-24d
6,8,2023-05-05,2023-05-09d
6,10,2023-06-06,2023-07-06d
6,11,2022-06-05,2022-06-25d
6,13,2021-05-19,2021-05-26d
6,15,2020-09-28,2020-10-23d
6,16,2023-08-29,2023-09-19d
6,17,2020-11-29,2020-12-16d
6,19,2021-01-17,2021-02-12d
6,21,2022-05-12,2022-05-23d
6,22,2022-07-23,2022-08-03d
6,24,2020-11-08,2020-12-01d
6,25,2020-06-17,2020-07-11d
6,26,2021-12-08,2021-12-21d
6,27,2022-02-26,2022-03-26d
6,31,2022-08-02,2022-08-21d
6,32,2021-03-16,2021-04-12d
6,34,2023-04-07,2023-04-17d
6,36,2024-08-29,2024-09-14d
6,41,2020-08-19,2020-09-07d
6,43,2022-02-15,2022-03-07d
6,45,2023-12-24,2024-01-14d
6,46,2020-09-20,2020-10-20d
6,47,2022-11-10,2022-11-18d
6,50,2020-04-07,2020-04-27d
6,54,2020-09-23,2020-10-16d
6,60,2024-04-27,2024-05-02d
6,61,2023-04-10,2023-04-27d
6,62,2021-01-22,2021-01-26d
6,65,2020-03-15,2020-03-28d
6,66,2020-07-20,2020-07-23d
6,76,2021-04-21,2021-05-07d
6,79,2020-07-01,2020-07-25d
6,86,2024-11-28,2024-12-06d
6,87,2021-05-13,2021-06-01d
6,88,2024-04-11,2024-04-19d
6,89,2021-02-16,2021-03-17d
6,92,2021-03-13,2021-04-09d
6,93,2022-03-03,2022-03-29d
6,95,2020-02-29,2020-03-13d
6,100,2021-12-15,2021-12-24d
6,102,2021-04-09,2021-05-07d
6,104,2020-07-07,2020-07-22d
6,105,2023-04-25,2023-04-30d
6,110,2022-06-18,2022-07-18d
6,112,2020-03-26,2020-04-03d
6,113,2021-06-01,2021-06-26d
6,126,2022-11-27,2022-12-17d
6,135,2023-03-28,2023-03-29d
6,140,2021-11-20,2021-12-07d
6,141,2021-01-25,2021-02-19d
6,145,2021-10-09,2021-10-30d
6,146,2021-11-15,2021-12-02d
6,150,2022-02-25,2022-03-18d
6,151,2021-09-20,2021-10-17d
6,153,2020-09-04,2020-09-24d
6,158,2023-05-14,2023-05-16d
6,159,2022-05-23,2022-06-07d
6,160,2022-05-08,2022-05-17d
6,161,2022-08-30,2022-09-22d
6,163,2024-03-12,2024-03-14d
6,165,2023-02-12,2023-02-24d
6,168,2020-11-20,2020-12-18d
6,170,2020-09-18,2020-09-25d
6,171,2023-07-25,2023-08-07d
6,174,2023-05-15,2023-06-02d
6,177,2020-08-07,2020-09-05d
6,179,2022-10-20,2022-11-01d
6,180,2024-06-24,2024-07-09d
6,181,2022-12-17,2022-12-20d
6,185,2023-07-14,2023-07-21d
6,186,2022-12-01,2022-12-06d
6,189,2024-07-03,2024-07-16d
6,191,2024-10-25,2024-11-20d
6,195,2022-01-21,2022-01-26d
6,196,2023-03-29,2023-04-11d
6,201,2022-09-04,2022-09-16d
6,204,2021-10-30,2021-11-12d
6,205,2022-09-29,2022-10-01d
6,207,2021-03-06,2021-04-02d
6,208,2023-01-02,2023-01-09d
6,209,2023-03-14,2023-03-22d
6,210,2022-05-10,2022-05-11d
6,212,2020-07-16,2020-08-01d
6,216,2023-08-03,2023-08-27d
6,217,2022-06-19,2022-07-16d
6,218,2020-03-25,2020-04-02d
6,219,2023-11-09,2023-11-10d
6,222,2020-12-12,2021-01-02d
6,224,2021-11-27,2021-12-06d
6,225,2024-12-07,2025-01-02d
6,230,2020-07-21,2020-07-28d
6,231,2024-01-06,2024-01-19d
6,234,2023-12-20,2024-01-13d
6,236,2023-11-01,2023-11-16d
6,237,2020-08-26,2020-08-28d
6,239,2022-08-29,2022-08-31d
6,240,2020-03-07,2020-03-08d
6,243,2024-09-02,2024-09-28d
6,248,2021-08-24,2021-09-05d
6,250,2024-02-04,2024-02-23d
6,251,2021-07-25,2021-08-16d
6,252,2020-04-21,2020-05-06d
6,253,2020-07-09,2020-08-03d
6,254,2023-07-28,2023-08-06d
6,256,2020-08-10,2020-09-06d
6,257,2023-02-19,2023-03-09d
6,258,2020-10-26,2020-11-12d
6,261,2020-02-18,2020-03-06d
6,262,2022-09-04,2022-09-19d
6,265,2020-09-14,2020-10-10d
6,266,2020-02-12,2020-03-10d
6,267,2021-10-15,2021-10-29d
6,270,2021-09-17,2021-10-09d
6,271,2023-07-14,2023-07-25d
6,273,2023-08-29,2023-09-05d
6,274,2021-08-31,2021-09-05d
6,276,2021-12-16,2022-01-02d
6,277,2020-09-05,2020-10-01d
6,279,2021-08-29,2021-09-24d
6,281,2024-01-15,2024-02-08d
6,282,2021-03-29,2021-04-14d
6,288,2021-08-26,2021-09-19d
6,289,2020-05-11,2020-05-15d
6,291,2023-09-05,2023-09-06d
6,292,2023-06-03,2023-06-05d
6,293,2024-04-19,2024-05-19d
6,296,2022-12-02,2022-12-25d
6,302,2022-08-26,2022-09-14d
6,303,2021-02-11,2021-03-05d
6,304,2023-04-16,2023-05-04d
6,310,2020-05-07,2020-05-27d
6,312,2024-11-24,2024-12-20d
6,313,2024-02-19,2024-03-17d
6,314,2023-10-01,2023-10-28d
6,315,2020-09-05,2020-09-30d
6,316,2021-06-19,2021-07-11d
6,317,2024-01-08,2024-02-02d
6,318,2023-02-08,2023-02-25d
6,327,2024-11-24,2024-12-09d
6,329,2024-06-18,2024-07-18d
6,330,2023-11-21,2023-11-23d
6,332,2023-04-28,2023-05-20d
6,333,2023-03-07,2023-03-15d
6,336,2021-10-27,2021-10-29d
6,337,2023-02-01,2023-03-02d
6,339,2022-07-04,2022-07-24d
6,340,2022-03-01,2022-03-05d
6,342,2023-06-11,2023-06-23d
6,343,2021-02-05,2021-03-03d
